support,itemsets
0.3577371048252912,frozenset({'height_w_shoes_HEIGHT_W_SHOES_HIGH'})
0.34359400998336104,frozenset({'height_w_shoes_HEIGHT_W_SHOES_LOW'})
0.29866888519134777,frozenset({'height_w_shoes_HEIGHT_W_SHOES_MED'})
0.34608985024958405,frozenset({'weight_WEIGHT_HIGH'})
0.3319467554076539,frozenset({'weight_WEIGHT_LOW'})
0.32196339434276205,frozenset({'weight_WEIGHT_MED'})
0.37104825291181365,frozenset({'wingspan_WINGSPAN_HIGH'})
0.3469217970049917,frozenset({'wingspan_WINGSPAN_LOW'})
0.2820299500831947,frozenset({'wingspan_WINGSPAN_MED'})
0.36189683860232946,frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH'})
0.37271214642262895,frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})
0.2653910149750416,frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_MED'})
0.3668885191347754,frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH'})
0.348585690515807,frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})
0.28452579034941766,frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_MED'})
0.34193011647254573,frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH'})
0.3352745424292845,frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW'})
0.3227953410981697,frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED'})
0.3178036605657238,frozenset({'bench_press_BENCH_PRESS_HIGH'})
0.6821963394342762,frozenset({'bench_press_BENCH_PRESS_LOW'})
0.24625623960066556,"frozenset({'weight_WEIGHT_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.2687188019966722,"frozenset({'wingspan_WINGSPAN_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.17554076539101499,"frozenset({'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.17803660565723795,"frozenset({'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.18469217970049917,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.11064891846921797,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.14143094841930118,"frozenset({'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.21630615640599002,"frozenset({'bench_press_BENCH_PRESS_LOW', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.23960066555740434,"frozenset({'weight_WEIGHT_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.2562396006655574,"frozenset({'wingspan_WINGSPAN_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.1638935108153078,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.10399334442595674,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.1713810316139767,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.1821963394342762,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.10149750415973377,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.2454242928452579,"frozenset({'bench_press_BENCH_PRESS_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.13976705490848584,"frozenset({'weight_WEIGHT_MED', 'height_w_shoes_HEIGHT_W_SHOES_MED'})"
0.13810316139767054,"frozenset({'wingspan_WINGSPAN_MED', 'height_w_shoes_HEIGHT_W_SHOES_MED'})"
0.10981697171381032,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_MED'})"
0.11314475873544093,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_MED'})"
0.10149750415973377,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_MED', 'height_w_shoes_HEIGHT_W_SHOES_MED'})"
0.11064891846921797,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'height_w_shoes_HEIGHT_W_SHOES_MED'})"
0.22046589018302828,"frozenset({'bench_press_BENCH_PRESS_LOW', 'height_w_shoes_HEIGHT_W_SHOES_MED'})"
0.2579034941763727,"frozenset({'weight_WEIGHT_HIGH', 'wingspan_WINGSPAN_HIGH'})"
0.17637271214642264,"frozenset({'weight_WEIGHT_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.19217970049916805,"frozenset({'weight_WEIGHT_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.18885191347753744,"frozenset({'weight_WEIGHT_HIGH', 'lane_agility_time_LANE_AGILITY_TIME_HIGH'})"
0.16472545757071547,"frozenset({'weight_WEIGHT_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.18136439267886856,"frozenset({'bench_press_BENCH_PRESS_LOW', 'weight_WEIGHT_HIGH'})"
0.2437603993344426,"frozenset({'wingspan_WINGSPAN_LOW', 'weight_WEIGHT_LOW'})"
0.15391014975041598,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW'})"
0.1713810316139767,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW'})"
0.17387687188019968,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'weight_WEIGHT_LOW'})"
0.26206322795341097,"frozenset({'bench_press_BENCH_PRESS_LOW', 'weight_WEIGHT_LOW'})"
0.1389351081530782,"frozenset({'wingspan_WINGSPAN_MED', 'weight_WEIGHT_MED'})"
0.11314475873544093,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_MED'})"
0.10316139767054909,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW', 'weight_WEIGHT_MED'})"
0.10565723793677205,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_MED', 'weight_WEIGHT_MED'})"
0.12396006655574043,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_MED'})"
0.11980033277870217,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_MED', 'weight_WEIGHT_MED'})"
0.10316139767054909,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'weight_WEIGHT_MED'})"
0.13061564059900166,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'weight_WEIGHT_MED'})"
0.23876871880199668,"frozenset({'bench_press_BENCH_PRESS_LOW', 'weight_WEIGHT_MED'})"
0.1064891846921797,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'wingspan_WINGSPAN_HIGH'})"
0.17054908485856904,"frozenset({'wingspan_WINGSPAN_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.18302828618968386,"frozenset({'wingspan_WINGSPAN_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.2021630615640599,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'wingspan_WINGSPAN_HIGH'})"
0.11148086522462562,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'wingspan_WINGSPAN_HIGH'})"
0.13727121464226288,"frozenset({'wingspan_WINGSPAN_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.23377703826955074,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_HIGH'})"
0.1589018302828619,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'wingspan_WINGSPAN_LOW'})"
0.11064891846921797,"frozenset({'wingspan_WINGSPAN_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.17221297836938437,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'wingspan_WINGSPAN_LOW'})"
0.18552412645590682,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'wingspan_WINGSPAN_LOW'})"
0.25207986688851913,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_LOW'})"
0.10066555740432612,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'wingspan_WINGSPAN_MED'})"
0.10316139767054909,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_MED', 'wingspan_WINGSPAN_MED'})"
0.11397670549084858,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'wingspan_WINGSPAN_MED'})"
0.19633943427620631,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_MED'})"
0.29367720465890185,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH'})"
0.1821963394342762,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH'})"
0.14891846921797006,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.2129783693843594,"frozenset({'bench_press_BENCH_PRESS_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH'})"
0.2878535773710483,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.19966722129783693,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.1264559068219634,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW', 'bench_press_BENCH_PRESS_HIGH'})"
0.24625623960066556,"frozenset({'bench_press_BENCH_PRESS_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.18552412645590682,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_MED', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_MED'})"
0.16971713810316139,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_MED'})"
0.22296173044925124,"frozenset({'bench_press_BENCH_PRESS_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_MED'})"
0.20299500831946754,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH'})"
0.1314475873544093,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.23544093178036607,"frozenset({'bench_press_BENCH_PRESS_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH'})"
0.20549084858569053,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.1281198003327787,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_LOW', 'bench_press_BENCH_PRESS_HIGH'})"
0.22046589018302828,"frozenset({'bench_press_BENCH_PRESS_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.18469217970049917,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'max_vertical_leap_MAX_VERTICAL_LEAP_MED'})"
0.22628951747088186,"frozenset({'bench_press_BENCH_PRESS_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_MED'})"
0.13477537437603992,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.20715474209650583,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_HIGH'})"
0.11231281198003328,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'bench_press_BENCH_PRESS_HIGH'})"
0.22296173044925124,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_LOW'})"
0.25207986688851913,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'bench_press_BENCH_PRESS_LOW'})"
0.19966722129783693,"frozenset({'weight_WEIGHT_HIGH', 'wingspan_WINGSPAN_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.13227953410981697,"frozenset({'weight_WEIGHT_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.14143094841930118,"frozenset({'weight_WEIGHT_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.14143094841930118,"frozenset({'weight_WEIGHT_HIGH', 'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.11730449251247921,"frozenset({'weight_WEIGHT_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.12895174708818635,"frozenset({'bench_press_BENCH_PRESS_LOW', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'weight_WEIGHT_HIGH'})"
0.1264559068219634,"frozenset({'wingspan_WINGSPAN_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.13810316139767054,"frozenset({'wingspan_WINGSPAN_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.14891846921797006,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'wingspan_WINGSPAN_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.10066555740432612,"frozenset({'wingspan_WINGSPAN_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.16805324459234608,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.14559068219633944,"frozenset({'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.12146422628951747,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.10565723793677205,"frozenset({'bench_press_BENCH_PRESS_LOW', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.1281198003327787,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.10149750415973377,"frozenset({'bench_press_BENCH_PRESS_LOW', 'height_w_shoes_HEIGHT_W_SHOES_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.10232945091514144,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_HIGH'})"
0.19966722129783693,"frozenset({'wingspan_WINGSPAN_LOW', 'weight_WEIGHT_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.11231281198003328,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.12146422628951747,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.13643926788685523,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'weight_WEIGHT_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.1821963394342762,"frozenset({'bench_press_BENCH_PRESS_LOW', 'weight_WEIGHT_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.11397670549084858,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_LOW', 'wingspan_WINGSPAN_LOW'})"
0.12229617304492513,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_LOW', 'wingspan_WINGSPAN_LOW'})"
0.1389351081530782,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'wingspan_WINGSPAN_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.18635607321131448,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.14226289517470883,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.1048252911813644,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.10066555740432612,"frozenset({'bench_press_BENCH_PRESS_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.11564059900166389,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.11064891846921797,"frozenset({'bench_press_BENCH_PRESS_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.12396006655574043,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})"
0.11397670549084858,"frozenset({'bench_press_BENCH_PRESS_LOW', 'weight_WEIGHT_MED', 'height_w_shoes_HEIGHT_W_SHOES_MED'})"
0.10815307820299501,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_MED', 'height_w_shoes_HEIGHT_W_SHOES_MED'})"
0.13227953410981697,"frozenset({'weight_WEIGHT_HIGH', 'wingspan_WINGSPAN_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.14891846921797006,"frozenset({'weight_WEIGHT_HIGH', 'wingspan_WINGSPAN_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.15973377703826955,"frozenset({'weight_WEIGHT_HIGH', 'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'wingspan_WINGSPAN_HIGH'})"
0.11397670549084858,"frozenset({'weight_WEIGHT_HIGH', 'wingspan_WINGSPAN_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.14392678868552414,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_HIGH', 'weight_WEIGHT_HIGH'})"
0.15640599001663893,"frozenset({'weight_WEIGHT_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.1281198003327787,"frozenset({'weight_WEIGHT_HIGH', 'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.13976705490848584,"frozenset({'weight_WEIGHT_HIGH', 'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.10981697171381032,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW', 'wingspan_WINGSPAN_LOW'})"
0.12063227953410982,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW', 'wingspan_WINGSPAN_LOW'})"
0.13810316139767054,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'wingspan_WINGSPAN_LOW', 'weight_WEIGHT_LOW'})"
0.18718801996672213,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_LOW', 'weight_WEIGHT_LOW'})"
0.13643926788685523,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH'})"
0.11064891846921797,"frozenset({'bench_press_BENCH_PRESS_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW'})"
0.11148086522462562,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW'})"
0.1281198003327787,"frozenset({'bench_press_BENCH_PRESS_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'weight_WEIGHT_LOW'})"
0.1314475873544093,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_LOW', 'weight_WEIGHT_LOW'})"
0.11064891846921797,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_MED', 'weight_WEIGHT_MED'})"
0.10732113144758736,"frozenset({'bench_press_BENCH_PRESS_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_MED', 'weight_WEIGHT_MED'})"
0.11064891846921797,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'bench_press_BENCH_PRESS_LOW', 'weight_WEIGHT_MED'})"
0.1464226289517471,"frozenset({'wingspan_WINGSPAN_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.12728785357737105,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'wingspan_WINGSPAN_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.1048252911813644,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.13727121464226288,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'wingspan_WINGSPAN_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.10565723793677205,"frozenset({'bench_press_BENCH_PRESS_LOW', 'wingspan_WINGSPAN_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.11480865224625623,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'wingspan_WINGSPAN_HIGH'})"
0.14143094841930118,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'wingspan_WINGSPAN_LOW'})"
0.10232945091514144,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'wingspan_WINGSPAN_LOW'})"
0.10149750415973377,"frozenset({'bench_press_BENCH_PRESS_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'wingspan_WINGSPAN_LOW'})"
0.11813643926788686,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'wingspan_WINGSPAN_LOW'})"
0.11564059900166389,"frozenset({'bench_press_BENCH_PRESS_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'wingspan_WINGSPAN_LOW'})"
0.129783693843594,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_LOW', 'wingspan_WINGSPAN_LOW'})"
0.1589018302828619,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH'})"
0.11730449251247921,"frozenset({'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH', 'bench_press_BENCH_PRESS_HIGH'})"
0.17637271214642264,"frozenset({'bench_press_BENCH_PRESS_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH'})"
0.11397670549084858,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH'})"
0.17304492512479203,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.10232945091514144,"frozenset({'max_vertical_leap_MAX_VERTICAL_LEAP_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW', 'bench_press_BENCH_PRESS_HIGH'})"
0.18552412645590682,"frozenset({'bench_press_BENCH_PRESS_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.12229617304492513,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_LOW'})"
0.15806988352745424,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'max_vertical_leap_MAX_VERTICAL_LEAP_MED', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_MED'})"
0.16722129783693843,"frozenset({'bench_press_BENCH_PRESS_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_MED', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_MED'})"
0.1572379367720466,"frozenset({'bench_press_BENCH_PRESS_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_MED', 'lane_agility_time_LANE_AGILITY_TIME_MED'})"
0.13643926788685523,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH'})"
0.12562396006655574,"frozenset({'bench_press_BENCH_PRESS_LOW', 'lane_agility_time_LANE_AGILITY_TIME_HIGH', 'max_vertical_leap_MAX_VERTICAL_LEAP_LOW'})"
0.1638935108153078,"frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED', 'max_vertical_leap_MAX_VERTICAL_LEAP_MED', 'bench_press_BENCH_PRESS_LOW'})"
